id;name;article_A1;article_A2;article_A3;article_A4;article_B1;article_B2;article_B3;article_B4;guidance_d_c;guidance_m_c;patent;software;first_doc
2540;Eduardo Souza Cardoso;0;0;0;0;0;0;0;0;0;0;0;0;2007
2541;Ivan Bezerra Allaman;2;1;2;0;3;0;1;0;0;0;0;3;2011
2542;Rozemere Cardoso De Souza;0;0;2;0;5;2;4;3;0;3;0;0;2004
2543;Iêda Fátima Da Silva;0;0;0;0;0;0;0;0;0;0;0;0;2016
2544;Lenaldo Muniz de Oliveira;0;1;2;0;0;1;0;2;11;13;0;0;2006
2545;Elaine Cristina Medeiros Frossard;0;0;0;0;0;1;0;0;0;0;0;0;0
2546;Valdemiro Conceição Júnior;0;1;2;0;0;1;0;1;0;0;0;0;1997
2547;Jeferson Chagas Do Nascimento;0;0;1;0;0;0;0;0;0;6;0;0;2011
2548;Danilo Silva Ruas;0;0;0;0;0;0;1;0;0;0;0;0;2016
2549;Luizdarcy de Matos Castro;0;0;0;0;2;0;0;0;0;18;0;0;2003
2550;Cláudia Celeste Lima Costa Menezes;0;0;0;0;0;0;0;0;0;0;0;0;2012
2551;Jaênes Miranda Alves;0;0;0;0;0;0;0;0;0;0;0;0;2002
2552;Socorro Aparecida Cabral Pereira;0;1;2;0;1;0;2;1;0;0;0;0;2019
2553;Ila Sobral Muniz;0;0;0;0;1;0;0;0;0;0;0;0;0
2554;Lúcio Dos Santos Carvalho;0;0;0;0;0;0;0;0;0;0;0;0;0
2555;Nilza Da Silva Martins;0;0;0;0;0;0;1;0;0;0;0;0;2016
2556;Rita De Cássia Silva Sacramento;0;0;0;0;0;0;0;0;0;0;0;0;0
2557;Rodrigo Bomfim Oliveira;0;0;0;0;0;0;0;2;0;0;0;0;2014
2558;José Gledison Rocha Pinheiro;0;0;0;0;0;0;1;0;0;4;0;0;2015
2559;Carla Cristiane De Oliveira Pinheiro;0;0;0;0;0;0;0;0;0;0;0;0;2020
2560;Estélio Gomberg;0;0;0;0;0;0;1;0;0;5;0;0;2008
2561;Joselita Alves De Miranda;0;0;0;0;0;0;0;0;0;0;0;0;0
2562;Nilo Márcio De Andrade Teixeira;0;0;0;0;0;0;0;0;0;0;0;0;0
2563;Gabriela Andrade Fernandes;0;0;0;0;0;0;0;1;0;0;0;0;2017
2564;Ronalda Barreto Silva;0;1;1;1;0;0;0;0;1;0;0;0;2001
2565;Antoneide Santos Almeida Silva;0;0;0;0;0;0;0;0;0;0;0;0;0
2566;Adriana Dos Santos Marmori Lima;0;0;0;0;0;0;0;0;0;0;0;0;2017
2567;Marcio Antonio Sales Venancio;0;0;0;0;1;0;0;0;0;0;0;0;0
2568;Renato Piai Pereira;0;0;0;0;0;0;1;0;0;0;0;0;0
2569;Márcio Antônio Leal Costa;0;0;0;0;0;0;0;1;0;0;0;0;0
2570;Valdélio Santos Silva;0;0;0;0;0;0;0;0;0;0;0;0;2010
2571;Laura Cristina Rodrigues Goulart;0;0;0;0;0;0;0;0;0;0;0;0;0
2572;Sirlene Prates Costa Teixeira;0;0;0;0;0;0;0;0;0;0;0;0;0
2573;Doraneide Tosta De Santana Limeira;0;0;0;0;0;0;0;0;0;0;0;0;0
2574;Zilda De Oliveira Freitas;0;0;0;0;0;0;0;0;0;0;0;0;2010
2575;Eduardo Moreira Damasceno;0;0;0;0;0;0;0;0;0;0;0;0;2019
2576;Alan de Aquino Rocha;0;0;0;0;0;0;1;0;0;0;0;0;2023
2577;Esmeralda Guimaraes Meira;0;0;0;0;0;0;0;2;0;0;0;0;2017
2578;Ilka Biondi;2;4;2;1;0;0;0;0;0;0;0;0;2009
2579;Liliane Lemos Santana Barreiros;0;2;2;0;1;0;0;0;1;9;0;0;2017
2580;Carla De Quadros;1;0;0;1;0;0;0;0;0;0;0;0;2010
2581;Camila Barreto Bonfim;1;1;2;1;5;0;0;0;0;2;0;0;2017
2582;Claudete Rejane Weiss;0;0;0;0;0;0;0;0;0;0;0;0;2019
2583;Claudenir Simões Caires;0;0;0;1;6;0;0;1;0;0;0;0;2012
2584;Domingos Lázaro Souza Rios;0;0;0;0;0;1;0;0;2;0;0;0;2003
2585;Joabson Lima Alves;0;0;0;0;0;0;0;0;0;0;0;0;0
2586;Carlos Alberto De Lima Ribeiro;0;0;0;0;1;0;0;0;0;0;0;0;2001
2587;Mauro De Paula Moreira;0;0;0;0;0;0;0;1;0;0;0;0;2001
2588;Raimundo Nonato Pereira Moreira;1;0;0;0;0;0;0;0;0;3;0;0;2007
2589;Wagner Rodrigues de Assis Soares;0;2;3;0;1;0;1;0;0;1;0;0;2019
2590;Maria Izabel Lopes De Araújo;0;0;0;0;0;0;0;0;0;0;0;0;2019
2591;Katianny Gomes Santana Estival;3;0;0;4;2;1;0;0;0;5;0;0;2013
2592;Rosangela Alves De Oliveira Santos;0;0;0;0;0;0;0;0;0;0;0;0;0
2593;Ana Lucia Pellegrini Pessoa Dos Reis;0;0;0;1;1;0;0;0;0;0;0;0;2011
2594;Sonia Maria Isabel Lopes Ferreira;0;0;0;1;1;0;2;0;0;0;0;0;2014
2595;João Oliveira De Andrade;0;0;0;0;0;0;0;0;0;0;0;0;2013
2596;Carlos Eduardo Soares de Freitas;0;2;1;1;1;0;0;0;0;2;0;0;2005
2597;Paulo Eduardo Ambrósio;0;1;2;1;2;0;3;0;1;16;0;0;2007
2598;Josivaldo Pires de Oliveira;0;0;0;0;0;0;1;0;0;6;0;0;2010
2599;Soraia Vanessa Matarazzo;0;0;0;0;1;0;0;1;0;6;0;1;2004
2600;Marcia Cristina Graça Marinho;2;0;0;0;0;0;0;0;0;3;0;0;2017
2601;Tadeu Luciano Siqueira Andrade;0;0;1;0;1;0;5;6;0;0;0;0;2021
2602;Mário Sérgio Rocha Gomes;1;0;0;0;0;0;0;0;0;1;0;0;2013
2603;Silvio Arcanjo Matos Filho;0;0;0;0;0;0;0;0;0;0;0;0;2019
2604;Dayse Cristiane Seabra Brandão;0;0;0;0;0;0;0;0;0;0;0;0;0
2605;Daniel Lucas Santos Dias;0;0;0;1;3;0;0;1;0;0;0;0;2017
2606;Hermilino Danilo Santana De Carvalho;0;0;0;0;0;0;0;0;0;0;0;0;0
2607;Thiago D'Martin Maia;0;0;0;0;0;0;0;0;0;0;0;0;2018
2608;Ivana Teixeira Silveira;0;0;0;0;0;0;0;0;0;0;0;0;0
2609;Deijair Ferreira Da Silva;0;0;0;0;0;0;0;2;0;0;0;0;0
2610;Ramon Correia De Vasconcelos;0;0;0;0;0;0;0;1;0;0;0;0;2004
2611;Flávia Borges Santos;0;0;0;0;0;1;0;0;0;0;0;0;2005
2612;Anaiá da Paixão Sevá;9;15;7;7;3;0;0;0;4;2;0;0;2014
2613;Maíra Araújo De Oliva Gentil;0;0;0;0;0;0;0;0;0;0;0;0;2016
2614;Kisnney Emiliano De Almeida;0;1;0;0;1;0;0;0;0;0;0;0;2012
2615;Cynara Adriana Sento-Sé Magalhães Cordeiro Celestino Alves;0;0;0;0;1;0;0;0;0;0;0;0;0
2616;Eliane Fonseca Linhares;0;0;0;0;0;0;0;0;0;0;0;0;2018
2617;Paulo Tadeu Silva Costa;0;0;0;0;0;0;0;0;0;0;0;0;0
2618;Silvana Alves Silva De Jesus;0;0;0;0;0;0;0;0;0;0;0;0;0
2619;Adriana Rodrigues Passos;2;0;1;4;0;0;0;0;3;6;0;0;2009
2620;Gilberto Marcos De Mendonça Santos;0;0;0;1;1;3;0;0;0;0;0;0;2000
2621;Cristina De Andrade Santos Reis;0;0;0;0;0;0;0;0;0;0;0;0;0
2622;Heldina Pereira Pinto Fagundes;0;0;0;2;0;1;0;0;0;0;0;0;2005
2623;Alexis Dourado Guedes;0;0;0;0;0;0;0;0;0;0;0;0;2009
2624;Eduardo Koji Tamura;2;2;1;1;1;0;0;0;0;8;0;0;2009
2625;Harlle Silva Costa;0;0;0;0;0;0;0;0;0;0;0;0;0
2626;Nadia Machado De Aragão;0;0;0;0;0;0;0;0;0;0;0;0;2008
2627;Sandra Mara Vieira Oliveira;0;0;0;0;0;0;0;0;0;0;0;0;2021
2628;Carlos Henrique Leite Borges;0;1;0;0;0;0;0;0;0;0;0;0;2021
2629;Janira De Andrade Melo Queiroz;0;0;0;0;0;0;0;0;0;0;0;0;0
2630;Carmen Liêta Ressurreição Dos Santos;0;0;0;1;0;1;0;0;0;0;0;0;0
2631;Tatiane Benvenuti;1;4;0;0;0;0;0;0;0;6;0;0;2017
2632;Almeciano José Maia Junior;0;0;0;4;1;0;0;0;0;0;0;0;0
2633;Christiane Andrade Regis Tavares;0;0;0;0;1;0;0;0;0;0;0;0;2021
2634;Lucas Santos Argolo;0;0;0;0;0;0;0;0;0;0;0;0;0
2635;José Raimundo Oliveira Lima;5;0;5;8;5;1;1;6;0;0;0;0;2014
2636;Maristela Toma;0;0;0;0;1;0;0;0;0;0;0;0;0
2637;Gerenice Ribeiro De Oliveira Cortes;1;2;7;2;1;3;2;1;2;7;0;0;2015
2638;Erica Neitzke Da Cruz;0;0;0;0;0;0;0;0;0;0;0;0;0
2639;Darluce Da Silva Oliveira;0;0;0;0;0;0;0;0;0;0;0;0;2007
2640;Inacio De Sousa Fadigas;2;2;1;1;0;0;0;0;0;0;0;0;2011
2641;Fernando Da Conceição Sodré;0;0;0;0;0;0;0;0;0;0;0;0;0
2642;Luiz Carlos Montans Braga;0;2;1;4;0;1;1;0;0;0;0;0;2015
2643;Rafael Rodas Vera Filho;0;0;0;0;0;0;0;0;0;0;0;0;2019
2644;Luís Carlos Ferreira Dos Santos;1;1;2;3;2;0;2;0;0;0;0;0;2019
2645;Marcio Santana Santos;0;0;0;0;0;0;0;0;0;0;0;0;0
2646;Cinthia Maria Carlos Pereira;0;0;0;0;0;0;0;0;0;0;0;0;2014
2647;Henderson Carvalho Torres;0;0;0;0;0;0;0;0;0;0;0;0;2021
2648;Jaime De Souza Júnior;0;0;0;0;0;0;0;0;0;0;0;0;2001
2649;Tuany Santos Souza;0;0;0;0;0;1;0;7;0;0;0;0;2022
2650;Júlia Escalda Mendonça;0;0;0;0;0;0;0;0;0;0;0;0;2015
2651;Luiz Henrique Da Silva;0;0;0;0;1;1;0;0;0;0;0;0;2016
2652;Viviane Dos Santos Carvalho;0;0;0;0;0;0;0;0;0;0;0;0;0
2653;Caroline De Araújo Lima;1;0;0;1;0;0;0;0;0;0;0;0;2020
2654;Jaciara Ornélia Nogueira De Oliveira;0;0;0;0;0;0;0;0;0;2;0;0;2004
2655;Nadja Ferreira Rabelo De Melo;0;0;0;0;1;0;0;0;0;0;0;0;2024
2656;Jacqueline Márcia Leal Da Silva;0;0;0;0;0;0;0;0;0;0;0;0;0
2657;Hélia Lucila Malta;0;0;0;1;0;0;1;1;0;0;0;0;0
2658;Brian Gordon Lutalo Kibuuka;1;0;0;2;0;0;0;0;0;2;0;0;2021
2659;Jolanta Rekawek;0;0;0;1;2;1;0;0;0;0;0;0;2006
2660;Maria Avani Nascimento Paim;0;0;0;0;0;0;0;0;0;0;0;0;0
2661;Josemar Da Silva Martins;0;0;0;0;0;0;0;0;1;11;0;0;2006
2662;Zoraide Santos Vieira;0;5;0;0;0;0;0;0;0;4;0;0;2018
2663;Jacy Bandeira Almeida Nunes;0;0;0;0;0;0;0;0;0;0;0;0;2019
2664;Fagner Marques Pereira;0;0;0;0;0;0;0;0;0;0;0;0;0
2665;Katia Elizabeth De Souza Miranda;0;0;0;0;1;0;0;0;0;0;0;0;2011
2666;Cleber Lázaro Julião Costa;0;0;0;0;1;0;0;0;0;0;0;0;2017
2667;Fabio Ornellas Prado;0;1;0;2;1;1;1;0;1;6;0;0;2006
2668;Yolanda Aparecida De Castro Almeida;0;0;0;0;0;0;0;0;0;11;0;0;2015
2669;Silvia Maria Almeida De Souza;0;0;0;0;0;4;0;0;0;0;0;0;2001
2670;Luiz Carlos Dos Santos;0;0;0;0;0;0;0;3;0;0;0;0;2000
2671;Avelar Luiz Bastos Mutim;1;1;0;1;0;0;0;0;5;20;0;0;2000
2672;Lúcia Tavares Leiro;0;0;0;0;1;0;0;0;0;0;0;0;2003
2673;José Portugal Dos Santos Ramos;0;0;0;2;0;0;0;0;0;0;0;0;2013
2674;Antonio Carlos Fontes Atta;0;0;0;0;0;0;0;0;0;0;0;0;2023
2675;Luiz Antonio Ferraro Júnior;0;0;0;0;0;0;0;0;0;3;0;0;2008
2676;Priscila Silva De Figueiredo;0;0;0;0;1;0;0;0;0;0;0;0;0
2677;Heli Vieira Brandão;0;1;0;0;0;0;0;0;0;0;0;0;2016
2678;Mônica Beltrame;0;1;0;0;0;0;0;0;0;0;0;0;2001
2679;Wilson Barros Luiz;5;5;2;0;5;1;1;0;6;10;1;0;2010
2680;Andrea De Azevedo Moregula;0;0;0;0;0;0;0;0;0;2;0;0;2001
2681;Clênia Andrade Oliveira De Melo;3;0;0;0;0;0;0;0;0;2;0;0;2018
2682;Norma Lucia Fernandes de Almeida;0;0;0;1;0;1;0;0;1;7;0;0;2005
2683;Anhamona Silva De Brito;0;0;0;0;0;0;0;0;0;0;0;0;2018
2684;Isnara Teixeira De Britto;0;0;0;1;1;1;0;0;0;0;0;0;0
2685;Nisia Alejandra Rizzo De Azevedo;0;0;0;0;0;0;0;0;0;0;0;0;2021
2686;Ana Virginia De Almeida Luna;0;1;2;1;4;1;0;0;0;0;0;0;2012
2687;Ana Paula Chancharulo De Morais Pereira;3;0;0;0;0;0;0;0;0;4;0;0;2018
2688;Manoelito Coelho Dos Santos Junior;2;3;2;2;0;0;0;0;0;0;0;0;2012
2689;Leandro Dos Santos Gonzalez;0;0;0;0;0;0;2;0;0;0;0;0;0
2690;Iranderly Fernandes De Fernandes;0;0;0;0;3;0;0;0;0;0;0;0;2003
2691;Nilda Silva De Oliveira;0;0;0;0;0;0;0;0;0;0;0;0;2019
2692;Claudilson Souza Dos Santos;0;0;0;0;2;0;0;1;0;0;0;0;0
2693;Sandra Eliza Guimarães;0;0;0;0;1;0;0;0;0;1;0;0;2015
2694;Alex dos Santos Miranda;2;0;0;0;0;0;0;0;2;3;0;0;2008
2695;Vera Lucia Merlini;0;2;0;1;3;0;0;0;0;14;0;0;2012
2696;Aigara Miranda Alves;0;0;0;0;0;0;0;0;0;0;0;0;2015
2697;Franco Arsati;0;2;0;0;0;0;0;0;0;0;0;0;2004
2698;José Antonio Carneiro Leão;0;1;0;1;1;0;0;0;0;19;0;0;2010
2699;Hélio Ponce Cunha;0;0;1;0;0;0;0;0;0;0;0;0;2016
2700;Rinaldo Cesar Nascimento Leite;0;0;0;0;0;0;0;0;0;6;0;0;2005
2701;Eliene Almeida Santos;0;0;0;4;2;1;0;0;0;0;0;0;0
2702;Verbena Córdula Almeida;4;0;0;0;0;0;5;0;0;0;0;0;2003
2703;Nelson Dinamarco Ludovico;0;0;0;0;0;1;1;0;0;0;0;0;2012
2704;Denize Pereira De Azevedo Freitas;0;2;0;0;6;0;1;0;0;0;0;0;2017
2705;Ricardo Alves De Souza;0;0;0;0;1;0;1;2;0;0;0;0;2018
2706;Mayara Maria De Jesus Almeida;0;0;0;0;1;0;0;0;0;1;0;0;2018
2707;Romari Alejandra MARTINEZ MONTAÑO;0;0;0;0;0;0;0;0;0;9;0;0;2003
2708;Ivoneide De França Costa;1;0;0;0;0;0;1;0;0;0;0;0;2013
2709;Itamar Silva De Sousa;0;0;0;0;0;0;0;0;0;0;0;0;2021
2710;Cândida Maria Santos Daltro Alves;1;0;0;1;0;0;1;1;0;8;0;0;2013
2711;Célia Maria Carneiro Dos Santos;0;0;0;0;0;0;0;0;0;0;0;0;0
2712;Vera Ferreira Andrade De Almeida;0;0;0;0;0;0;0;0;0;0;0;0;0
2713;Marinalva Nunes Fernandes;0;0;0;3;1;1;1;0;0;6;0;0;2015
2714;Manoel Messias Santos De Oliveira;0;0;0;0;0;0;0;0;0;0;0;1;0
2715;Flávio José Vieira De Oliveira;0;0;0;0;0;0;0;0;0;0;0;0;2009
2716;Juvenal Cordeiro Silva Junior;4;1;0;3;0;0;1;4;1;9;0;0;2001
2717;Flávia Lorena de Souza Araújo;0;0;1;0;0;0;0;0;0;0;0;0;2017
2718;Maria José Gomes De Andrade;0;1;1;2;0;1;0;0;1;8;0;0;2007
2719;Djalma Menezes De Oliveira;0;2;2;4;0;0;0;0;0;12;0;0;2012
2720;Luis Carlos Cavalcante Galvão;0;0;0;0;0;0;0;0;0;0;0;0;1998
2721;José Augusto Ramos Da Luz;0;0;0;0;0;0;0;0;0;0;0;0;2009
2722;Luciano Artemeo Leal;0;0;0;1;1;0;1;0;1;3;0;0;2005
2723;Fatima Cerqueira Alvim;0;1;1;0;0;1;0;0;3;7;0;0;2009
2724;Rita de Cassia Dias Nascimento;0;0;0;0;2;1;0;0;0;0;0;0;0
2725;Edvaldo Oliveira;0;0;0;0;2;0;0;2;0;2;0;0;2012
2726;Greice Ayra Franco De Assis;1;0;0;0;1;1;0;1;0;0;0;0;0
2727;Aline Silva;1;1;0;0;0;1;0;0;1;2;0;0;2005
2728;Anna Paloma Martins Rocha Ribeiro;4;2;0;1;0;1;0;0;0;0;0;0;0
2729;Norma Eliane Pereira;1;0;0;0;0;1;0;1;1;0;0;0;1998
2730;Daniela Maria Barreto Martins;0;0;1;0;4;0;0;0;0;0;0;0;2014
2731;Zannety Conceição Silva Do Nascimento Souza;0;0;1;0;1;1;0;2;0;0;0;0;0
2732;Maria Amélia Fernandes Figueiredo;0;0;0;0;0;0;0;0;0;1;0;0;2013
2733;Sueli Bonfim Lago;0;0;0;0;0;0;0;0;0;0;0;0;0
2734;Giovanna Bomfim Bendocchi Alves;0;0;0;0;1;0;0;0;0;0;0;0;2016
2735;Núbia Aparecida Pinto Coelho;0;0;0;0;0;1;0;0;0;0;0;0;0
2736;Taís De Lima E Fraga;0;0;0;0;0;0;0;0;0;0;0;0;0
2737;Raquel Da Silva Ortega;0;0;0;1;0;1;0;0;1;2;0;0;2017
2738;Marcos Antonio Tavares Soares;0;0;0;0;0;0;0;2;0;0;0;0;2012
2739;Claudio Eduardo Goes;0;0;0;0;0;0;0;0;0;1;0;0;2007
2740;Dailey Oliveira Carvalho;0;0;0;1;3;0;0;0;0;0;0;0;0
2741;Eugênia Da Silva Pereira;1;1;0;0;0;0;1;0;0;0;0;0;0
2742;Ana Carla Peixoto Bitencourt;0;0;0;0;0;0;0;0;0;0;0;0;2008
2743;Luciene Matos De Souza;0;0;0;0;0;0;0;0;0;0;0;0;0
2744;Patrícia Antunes Da Luz Pereira;0;0;0;0;0;0;0;0;0;0;0;0;2009
2745;Maria Auxiliadora De Jesus Ferreira;0;0;0;0;0;0;0;1;0;0;0;0;2016
2746;Thaisy Cristina Honorato Santos Alves;0;0;1;0;1;1;0;0;0;0;0;0;0
2747;Suzimone De Jesus Correia;0;0;1;0;0;0;0;0;0;2;0;0;2005
2748;Ricardo Juca Chagas;0;0;0;0;1;1;0;0;0;7;0;0;1998
2749;Ana Jaci Mendes Souza Carneiro;0;0;0;0;0;0;0;0;0;0;0;0;0
2750;Edelson Silva Reis;0;0;0;0;0;0;0;0;0;0;0;0;0
2751;Adriana Dias Cardoso;0;0;1;1;0;1;1;2;5;8;0;0;2007
2752;Roberto Carlos Felicio;0;0;0;0;0;0;0;0;0;0;0;0;1998
2753;Nora de Cassia Gomes de Oliveira;0;0;0;0;1;0;1;0;0;0;0;0;2017
2754;André Luiz Brito Nascimento;0;0;0;0;0;0;0;0;0;10;0;0;2009
2755;Márcia Reis Rocha Rosa;0;0;0;0;0;0;0;0;0;0;0;0;2022
2756;Alcebiades Rebouças São José;0;1;0;2;1;1;0;3;6;7;0;0;2004
2757;Antonio Mauricio Moreno;0;0;0;0;0;0;0;0;0;0;0;0;2012
2758;Antonio Augusto Oliveira Lima;0;0;0;0;0;0;0;0;0;0;0;0;0
2759;Carla Cardoso;1;0;0;0;1;0;0;0;1;1;0;0;2004
2760;Luciano Moura Costa Doria;0;0;0;0;0;0;0;0;0;0;0;0;2022
2761;Lauro Juliano Marin;0;2;0;0;0;0;0;0;0;1;0;0;2006
2762;Glauber Brito Matos Lacerda;0;0;0;0;1;0;0;0;0;0;0;0;2021
2763;Luiz Adolfo De Paiva Andrade;0;0;1;1;1;0;0;0;0;7;0;3;2012
2764;Marian dos Santos Oliveira;0;2;2;2;1;2;0;0;3;41;0;0;2011
2765;Nilson Roberto Da Silva Gimenes;0;0;1;0;0;1;0;0;0;0;0;0;2016
2766;Rogério Souza Silva;0;0;0;0;0;0;0;0;0;0;0;0;2014
2767;Déa Carla Pereira Nery;0;0;0;0;0;0;0;0;0;0;0;0;2011
2768;Ana Maria Maciel Bittencourt Passos;0;0;0;0;0;0;0;0;0;0;0;0;2022
2769;Fabiano Veloso Gomes;0;0;0;0;0;0;0;0;0;0;0;0;0
2770;Angelo Conrado Loula;2;0;0;0;0;0;0;0;0;0;0;0;2011
2771;Cláudia Pereira De Sousa;0;0;0;0;0;0;0;0;0;0;0;0;2019
2772;Osaná Macêdo Reis;0;0;0;0;0;0;0;0;0;0;0;0;0
2773;Mayara Santos Montino;0;0;0;0;0;0;0;0;0;0;0;0;0
2774;German Ignacio Gomero Ferrer;0;0;0;0;0;0;0;0;0;8;0;0;2000
2775;Marta Magda Dornelles;0;0;0;0;0;0;0;0;0;0;0;3;2015
2776;Djalma Villa Gois;0;0;0;0;0;0;0;0;0;0;0;0;2010
2777;Paulo Alfredo Martins Rocha;0;0;0;0;1;0;1;0;0;0;0;0;0
2778;Tiago Amador Coelho;1;0;0;0;0;0;0;0;0;0;0;0;2022
2779;Luiz Paulo Almeida Neiva;0;1;0;0;1;0;0;0;0;0;0;0;2013
2780;Cláudia Alves Teixeira;0;0;0;0;0;0;0;0;0;0;0;0;0
2781;Marcelo Eça Rocha;0;1;0;0;0;0;0;0;0;6;0;0;2016
2782;Reginaldo Alves;0;0;0;0;0;0;0;0;0;0;0;0;0
2783;Eduardo Ramos De Santana;0;0;0;0;0;0;0;0;0;0;0;0;0
2784;Vívian Meira De Oliveira Cotinguiba;0;0;0;0;0;0;1;0;0;1;0;0;2013
2785;Elizete Da Silva;0;0;0;0;1;0;1;1;0;10;0;0;1998
2786;Isabel Cristina De Oliveira;0;0;0;0;0;0;0;0;0;0;0;0;0
2787;Ednice de Oliveira Fontes Baitz;1;3;0;0;0;0;0;0;0;6;0;0;2007
2788;Meire Pereira Checa;0;0;0;0;0;0;0;0;0;0;0;0;2021
2789;Maria de Fátima de Andrade Ferreira;1;2;1;3;4;3;0;4;0;22;0;0;2003
2790;Jose Valdir Jesus De Santana;0;2;2;5;3;2;0;5;0;20;0;0;2015
2791;Gabriela Sousa Rego Pimentel;1;1;0;4;2;1;0;0;3;4;0;0;2013
2792;João Luiz Coimbra;0;0;0;0;0;0;0;1;0;0;0;0;2003
2793;Marciel Elio Rodrigues;2;3;1;4;0;2;0;0;0;5;0;0;2016
2794;Ricardo Marques Nogueira Filho;5;0;0;0;0;1;0;0;0;0;0;0;2021
2795;Fábio Flores Lopes;0;0;0;0;0;0;0;0;0;0;0;0;2006
2796;Luria Melo De Lima Scher;0;0;0;0;0;0;0;0;0;0;0;0;2020
2797;Adriana Dantas Reis;0;0;0;0;0;0;0;0;0;0;0;0;2010
2798;Rogério Santos Marques;0;2;0;1;0;0;0;0;0;0;0;0;2023
2799;Mario Henrique Cardoso Brito;0;0;0;0;0;0;0;0;0;0;0;0;0
2800;Jurandir Antônio Sá Barreto Junior;0;1;0;0;1;0;0;0;0;0;0;0;2011
2801;Gustavo Jaccoud Santos;0;0;0;0;0;0;0;0;0;0;0;0;0
2802;Carlos Alberto Menezes;0;1;5;1;1;3;1;0;0;3;0;0;2015
2803;José Claudio De Oliveira Flores;0;0;0;0;0;0;0;0;0;0;0;0;2006
2804;Cleber Galvão Novaes;14;5;1;2;0;0;0;0;2;14;1;0;2011
2805;João Sotero do Vale Júnior;0;0;0;1;1;1;1;0;0;0;0;0;0
2806;Norma Leite Martins De Carvalho;0;0;0;0;0;0;0;0;0;0;0;0;0
2807;Carlos Alberto Batista dos Santos;4;9;5;10;10;11;8;2;8;13;0;0;2016
2808;Mauricio Santana Moreau;1;0;1;0;0;0;0;0;1;2;0;0;2003
2809;Edson Freitas De Araújo;0;0;0;0;0;0;0;0;0;0;0;0;2002
2810;Elisangela Barboza Da Silva;1;1;0;0;1;1;1;0;0;0;0;0;2009
2811;Marluce Freitas De Santana;0;0;0;0;0;0;0;0;0;0;0;0;2014
2812;Isaac Suzart Gomes Filho;26;8;1;4;0;2;1;1;12;21;0;0;1993
2813;Ieda Rodrigues Da Silva Balogh;0;0;0;0;0;0;0;0;0;0;0;0;2020
2814;Obdália Santana Ferraz Silva;1;3;1;1;2;0;2;0;1;19;0;0;2012
2815;Maria Iraides Da Silva Barreto;0;0;0;0;0;0;0;0;0;0;0;0;0
2816;Iron Pedreira Alves;1;0;2;1;0;0;0;0;0;0;0;0;2017
2817;Genoile Oliveira Santana Silva;4;5;1;1;1;7;0;0;0;8;0;0;2007
2818;Paulo Roberto Antunes de Mello Affonso;4;7;3;3;0;1;1;0;5;14;0;0;2004
2819;Sidnay Fernandes Dos Santos;0;0;1;0;2;1;1;2;0;2;0;0;2014
2820;Gracinete Bastos De Souza;0;0;0;0;1;0;0;0;0;0;0;0;2005
2821;Charles Nascimento de Sá;1;1;0;1;0;0;1;0;0;0;0;0;2020
2822;Gesil Sampaio Amarante Segundo;0;0;0;0;1;3;1;0;0;2;0;5;2000
2823;Gisele Brito Rodrigues;0;0;0;0;0;0;0;0;0;0;0;0;2017
2824;Rogério Soares de Oliveira;0;1;1;0;0;3;0;0;0;15;0;0;2013
2825;Ana Carolina Del-Sarto Azevedo Maia;0;1;0;0;1;0;4;0;0;0;0;0;2023
2826;Rita De Cássia Santana De Oliveira;0;0;0;0;0;0;0;0;0;0;0;0;2019
2827;Larissa Brito De Oliveira;0;0;0;0;0;0;0;0;0;0;0;0;0
2828;Vilomar Sandes Sampaio;0;1;1;2;2;0;0;1;0;3;0;0;2013
2829;Antonio Dos Santos;0;0;0;0;0;0;0;0;0;0;0;0;0
2830;Marcus Vinícius Cordeiro Sampaio;0;0;0;0;0;0;0;0;0;0;0;0;0
2831;Maria Aparecida Santa Fé Borges;0;0;0;0;0;0;0;0;0;0;0;0;0
2832;Cláudia Albuquerque De Lima Queiroz Costa;0;0;0;0;0;0;1;0;0;0;0;0;2018
2833;Maxwell Roger Da Purificação Siqueira;5;3;2;3;5;0;0;1;1;21;0;0;2012
2834;Davi Tanajura Costa;1;0;0;0;0;2;1;0;0;0;0;0;2013
2835;Mário Rubem Costa Santana;0;0;1;2;1;0;0;0;0;9;0;0;2006
2836;Marcos Túlio Raposo;0;0;1;1;0;0;0;0;0;1;0;0;2011
2837;Antonio Janunzi Neto;0;1;0;1;1;1;0;0;0;0;0;0;2017
2838;Elilton Rodrigues Edwards;0;0;1;0;1;0;1;0;0;0;0;0;2008
2839;André Luís Lopes Da Silva;0;0;0;0;1;1;0;0;3;7;6;0;2013
2840;Sueli Ribeiro Mota Souza;0;0;0;0;2;0;0;0;7;7;0;0;2007
2841;Luana Paixão Dantas Do Rosário;0;0;1;0;0;1;2;0;0;0;0;0;2014
2842;Carlos André Gomes Silva Mamede;0;0;0;0;0;0;1;0;0;0;0;0;2023
2843;Jorge Adriano Ferreira De Souza;0;0;0;1;0;0;0;0;0;0;0;0;0
2844;Ailton Pinheiro Lôbo;0;0;1;0;0;1;0;0;0;2;1;0;2005
2845;Juzenilda Gomes Figuerêdo;0;0;0;0;0;0;0;0;0;0;0;0;0
2846;Carlos Priminho Pirovani;21;11;7;2;1;0;0;0;29;35;3;0;2008
2847;Claudio Soriano De Souza Brandão;0;0;0;3;0;0;3;0;0;0;0;0;2010
